path,target,input_lengths,english_gloss,chinese_gloss,cantonese_gloss
data\features\HKSLLEX-2023-00001087.pt,1044,154,fireman,消防員,消防員
data\features\HKSLLEX-2023-00001089.pt,1487,154,library,圖書館,圖書館
data\features\HKSLLEX-2023-00001090.pt,1834,134,picture,圖片,圖片
data\features\HKSLLEX-2023-00001091.pt,1595,154,microwave,微波爐,微波爐
data\features\HKSLLEX-2023-00001092.pt,1173,134,gorilla,大猩猩,大猩猩
data\features\HKSLLEX-2023-00001093.pt,1241,125,hat,帽子,帽
data\features\HKSLLEX-2023-00001094.pt,2696,125,whistle,哨子,哨子
data\features\HKSLLEX-2023-00001096.pt,2712,125,windmill,風車,風車
data\features\HKSLLEX-2023-00001095.pt,2524,134,tornado,龍捲風,龍捲風
data\features\HKSLLEX-2023-00001097.pt,2510,125,tobacco,煙草,煙草
data\features\HKSLLEX-2023-00001098.pt,1465,154,lazy,懶惰,懶惰
data\features\HKSLLEX-2023-00001100.pt,2440,115,tea,茶,茶
data\features\HKSLLEX-2023-00001099.pt,1465,154,lazy,懶惰,懶惰
data\features\HKSLLEX-2023-00001101.pt,1808,125,pencil,鉛筆,鉛筆
data\features\HKSLLEX-2023-00001104.pt,2174,106,shoulder,肩膀,膊頭
data\features\HKSLLEX-2023-00001105.pt,1216,125,hair,頭髮,頭髮
data\features\HKSLLEX-2023-00001102.pt,534,163,canteen,食堂,飯堂
data\features\HKSLLEX-2023-00001103.pt,534,154,canteen,食堂,飯堂
data\features\HKSLLEX-2023-00001106.pt,2165,125,shoes,鞋,鞋
data\features\HKSLLEX-2023-00001107.pt,2165,125,shoes,鞋,鞋
data\features\HKSLLEX-2023-00001108.pt,930,134,elephant,大象,大象
data\features\HKSLLEX-2023-00001109.pt,930,134,elephant,大象,大象
data\features\HKSLLEX-2023-00001110.pt,930,144,elephant,大象,大象
data\features\HKSLLEX-2023-00001112.pt,2078,125,salad,沙拉,沙律
data\features\HKSLLEX-2023-00001113.pt,2078,125,salad,沙拉,沙律
data\features\HKSLLEX-2023-00001111.pt,2078,144,salad,沙拉,沙律
data\features\HKSLLEX-2023-00001115.pt,2078,134,salad,沙拉,沙律
data\features\HKSLLEX-2023-00001114.pt,2078,154,salad,沙拉,沙律
data\features\HKSLLEX-2023-00001116.pt,1662,144,necklace,項鍊,頸鍊
data\features\HKSLLEX-2023-00001117.pt,1817,144,perfume,香水,香水
data\features\HKSLLEX-2023-00001118.pt,1817,115,perfume,香水,香水
data\features\HKSLLEX-2023-00001123.pt,1260,96,heaven,天堂,天堂
data\features\HKSLLEX-2023-00001119.pt,1817,144,perfume,香水,香水
data\features\HKSLLEX-2023-00001120.pt,1817,144,perfume,香水,香水
data\features\HKSLLEX-2023-00001125.pt,1544,134,magazine,雜誌,雜誌
data\features\HKSLLEX-2023-00001124.pt,1544,144,magazine,雜誌,雜誌
data\features\HKSLLEX-2023-00001127.pt,2563,115,turkey,火雞,火雞
data\features\HKSLLEX-2023-00001126.pt,1208,115,guitar,吉他,吉他
data\features\HKSLLEX-2023-00001128.pt,1768,115,paintbrush,畫筆,畫筆
data\features\HKSLLEX-2023-00001129.pt,1887,144,popcorn,爆谷,爆谷
data\features\HKSLLEX-2023-00001130.pt,1887,134,popcorn,爆谷,爆谷
data\features\HKSLLEX-2023-00001131.pt,236,134,africa,非洲,非洲
data\features\HKSLLEX-2023-00001132.pt,236,134,africa,非洲,非洲
data\features\HKSLLEX-2023-00001133.pt,236,144,africa,非洲,非洲
data\features\HKSLLEX-2023-00001135.pt,544,125,carrot,紅蘿蔔,紅蘿蔔
data\features\HKSLLEX-2023-00001134.pt,544,134,carrot,紅蘿蔔,紅蘿蔔
data\features\HKSLLEX-2023-00001136.pt,1811,134,pepper,胡椒,胡椒
data\features\HKSLLEX-2023-00001137.pt,1811,144,pepper,胡椒,胡椒
data\features\HKSLLEX-2023-00001138.pt,1811,144,pepper,胡椒,胡椒
data\features\HKSLLEX-2023-00001139.pt,339,144,balloon,氣球,氣球
data\features\HKSLLEX-2023-00001141.pt,647,125,coconut,椰子,椰子
data\features\HKSLLEX-2023-00001142.pt,1186,125,grapes,葡萄,提子
data\features\HKSLLEX-2023-00001143.pt,1186,125,grapes,葡萄,提子
data\features\HKSLLEX-2023-00001140.pt,647,144,coconut,椰子,椰子
data\features\HKSLLEX-2023-00001144.pt,1624,125,mop,拖地,拖地
data\features\HKSLLEX-2023-00001145.pt,514,144,calendar,日曆,日曆
data\features\HKSLLEX-2023-00001146.pt,1291,125,homework,功課,功課
data\features\HKSLLEX-2023-00001147.pt,2615,134,verb,動詞,動詞
data\features\HKSLLEX-2023-00001148.pt,2615,134,verb,動詞,動詞
data\features\HKSLLEX-2023-00001150.pt,790,134,desert,沙漠,沙漠
data\features\HKSLLEX-2023-00001152.pt,2105,134,scarf,頸巾,頸巾
data\features\HKSLLEX-2023-00001151.pt,1940,144,psychologist,心理學家,心理學家
data\features\HKSLLEX-2023-00001149.pt,1377,163,insult,侮辱,侮辱
data\features\HKSLLEX-2023-00001153.pt,964,134,evaluate,評價,評價
data\features\HKSLLEX-2023-00001154.pt,477,154,bridesmaid,伴娘,伴娘
data\features\HKSLLEX-2023-00001155.pt,2720,144,witch,巫婆,巫婆
data\features\HKSLLEX-2023-00001156.pt,2720,134,witch,巫婆,巫婆
data\features\HKSLLEX-2023-00001157.pt,1654,134,napkin,餐巾,餐巾
data\features\HKSLLEX-2023-00001158.pt,1670,134,neutral,中立,中立
data\features\HKSLLEX-2023-00001159.pt,1670,144,neutral,中立,中立
data\features\HKSLLEX-2023-00001160.pt,1670,134,neutral,中立,中立
data\features\HKSLLEX-2023-00001161.pt,1127,115,garage,車庫,車庫
data\features\HKSLLEX-2023-00001162.pt,2585,134,underpants,內褲,底褲
data\features\HKSLLEX-2023-00001163.pt,2585,134,underpants,內褲,底褲
data\features\HKSLLEX-2023-00001164.pt,461,115,bracelet,手鐲,手鈪
data\features\HKSLLEX-2023-00001165.pt,461,125,bracelet,手鍊,手鍊
data\features\HKSLLEX-2023-00001166.pt,2421,115,table,桌子,枱
data\features\HKSLLEX-2023-00001167.pt,641,134,clown,小丑,小丑
data\features\HKSLLEX-2023-00001168.pt,641,134,clown,小丑,小丑
data\features\HKSLLEX-2023-00001169.pt,460,154,bra,胸罩,胸圍
data\features\HKSLLEX-2023-00001170.pt,460,115,bra,胸罩,胸圍
data\features\HKSLLEX-2023-00001171.pt,1832,125,piano,鋼琴,鋼琴
data\features\HKSLLEX-2023-00001172.pt,1579,125,mechanic,技工,技工
data\features\HKSLLEX-2023-00001174.pt,2249,115,socks,襪子,襪
data\features\HKSLLEX-2023-00001173.pt,414,134,blanket,毛毯,毛毯
data\features\HKSLLEX-2023-00001175.pt,1607,115,mirror,鏡子,鏡
data\features\HKSLLEX-2023-00001176.pt,2043,134,river,河,河
data\features\HKSLLEX-2023-00001177.pt,387,106,belt,腰帶,腰帶
data\features\HKSLLEX-2023-00001178.pt,373,115,bed,床,床
data\features\HKSLLEX-2023-00001179.pt,373,134,bed,床,床
data\features\HKSLLEX-2023-00001180.pt,1733,134,onion,洋蔥,洋蔥
data\features\HKSLLEX-2023-00001182.pt,906,115,earthquake,地震,地震
data\features\HKSLLEX-2023-00001183.pt,1090,115,fox,狐狸,狐狸
data\features\HKSLLEX-2023-00001181.pt,1733,154,onion,洋蔥,洋蔥
data\features\HKSLLEX-2023-00001184.pt,2713,115,window,窗戶,窗
data\features\HKSLLEX-2023-00001185.pt,351,134,baseball,棒球,棒球
data\features\HKSLLEX-2023-00001186.pt,351,134,baseball,棒球,棒球
data\features\HKSLLEX-2023-00001187.pt,218,134,accountant,會計師,會計師
data\features\HKSLLEX-2023-00001190.pt,356,115,basketball,籃球,籃球
data\features\HKSLLEX-2023-00001188.pt,218,134,accountant,會計師,會計師
data\features\HKSLLEX-2023-00001189.pt,356,144,basketball,籃球,籃球
data\features\HKSLLEX-2023-00001191.pt,877,125,dress,連身裙,連身裙
data\features\HKSLLEX-2023-00001192.pt,225,115,actor,演員,演員
data\features\HKSLLEX-2023-00001193.pt,2305,125,stairs,樓梯,樓梯
data\features\HKSLLEX-2023-00001194.pt,1143,134,giraffe,長頸鹿,長頸鹿
data\features\HKSLLEX-2023-00001195.pt,1143,144,giraffe,長頸鹿,長頸鹿
data\features\HKSLLEX-2023-00001196.pt,1896,144,potato,薯仔,薯仔
data\features\HKSLLEX-2023-00001198.pt,2059,134,rooster,公雞,公雞
data\features\HKSLLEX-2023-00001197.pt,1896,144,potato,薯仔,薯仔
data\features\HKSLLEX-2023-00001200.pt,2059,125,rooster,公雞,公雞
data\features\HKSLLEX-2023-00001199.pt,2059,134,rooster,公雞,公雞
data\features\HKSLLEX-2023-00001201.pt,860,134,door,門,門
data\features\HKSLLEX-2023-00001202.pt,860,115,door,門,門
data\features\HKSLLEX-2023-00001203.pt,860,115,door,門,門
data\features\HKSLLEX-2023-00001204.pt,860,125,door,門,門
data\features\HKSLLEX-2023-00001205.pt,2041,125,ring,戒指,戒指
data\features\HKSLLEX-2023-00001206.pt,1959,154,queen regnant,女王,女王
data\features\HKSLLEX-2023-00001207.pt,1959,144,queen regnant,女王,女王
data\features\HKSLLEX-2023-00001209.pt,505,115,butterfly,蝴蝶,蝴蝶
data\features\HKSLLEX-2023-00001208.pt,1958,154,queen consort,王后,王后
data\features\HKSLLEX-2023-00001210.pt,846,144,dolphin,海豚,海豚
data\features\HKSLLEX-2023-00001211.pt,1847,144,pirate,海盜,海盜
data\features\HKSLLEX-2023-00001212.pt,1847,134,pirate,海盜,海盜
data\features\HKSLLEX-2023-00001213.pt,2126,125,secretary,秘書,秘書
data\features\HKSLLEX-2023-00001214.pt,768,115,deer,鹿,鹿
data\features\HKSLLEX-2023-00001217.pt,330,115,bacon,煙肉,煙肉
data\features\HKSLLEX-2023-00001215.pt,345,144,bar,酒吧,酒吧
data\features\HKSLLEX-2023-00001216.pt,345,134,bar,酒吧,酒吧
data\features\HKSLLEX-2023-00001218.pt,330,115,bacon,煙肉,煙肉
data\features\HKSLLEX-2023-00001220.pt,888,106,drum,鼓,鼓
data\features\HKSLLEX-2023-00001219.pt,400,125,binoculars,雙筒望遠鏡,雙筒望遠鏡
data\features\HKSLLEX-2023-00001221.pt,1594,125,microscope,顯微鏡,顯微鏡
data\features\HKSLLEX-2023-00001225.pt,1543,115,machine,機器,機器
data\features\HKSLLEX-2023-00001224.pt,2694,125,whip,鞭,鞭
data\features\HKSLLEX-2023-00001223.pt,2694,154,whip,鞭,鞭
data\features\HKSLLEX-2023-00001222.pt,1594,163,microscope,顯微鏡,顯微鏡
data\features\HKSLLEX-2023-00001226.pt,2663,125,wave,海浪,海浪
data\features\HKSLLEX-2023-00001228.pt,567,106,chance,機會,機會
data\features\HKSLLEX-2023-00001227.pt,567,125,chance,機會,機會
data\features\HKSLLEX-2023-00001229.pt,478,115,bridge,橋,橋
data\features\HKSLLEX-2023-00001231.pt,2625,106,violin,小提琴,小提琴
data\features\HKSLLEX-2023-00001230.pt,1775,134,papercutter,裁紙器,裁紙器
data\features\HKSLLEX-2023-00001232.pt,1059,106,flashlight,電筒,電筒
data\features\HKSLLEX-2023-00001233.pt,269,115,angel,天使,天使
data\features\HKSLLEX-2023-00001234.pt,676,125,concept,概念,概念
data\features\HKSLLEX-2023-00001235.pt,490,115,building,大廈,大廈
data\features\HKSLLEX-2023-00001236.pt,305,115,attention,專注力,專注力
data\features\HKSLLEX-2023-00001237.pt,1129,115,gas,氣體,氣體
data\features\HKSLLEX-2023-00001239.pt,601,106,chocolate,朱古力,朱古力
data\features\HKSLLEX-2023-00001238.pt,1825,134,petrol,汽油,汽油
data\features\HKSLLEX-2023-00001240.pt,601,125,chocolate,朱古力,朱古力
data\features\HKSLLEX-2023-00001241.pt,705,134,counselor,顧問,顧問
data\features\HKSLLEX-2023-00001242.pt,2592,125,university,大學,大學
data\features\HKSLLEX-2023-00001243.pt,2592,125,university,大學,大學
data\features\HKSLLEX-2023-00001245.pt,989,115,facial hair,鬍鬚,鬍鬚
data\features\HKSLLEX-2023-00001244.pt,1646,125,mustache,八字鬚,八字鬚
data\features\HKSLLEX-2023-00001246.pt,289,115,army,軍隊,軍隊
data\features\HKSLLEX-2023-00001248.pt,1574,115,me,我,我
data\features\HKSLLEX-2023-00001250.pt,1574,106,me,我,我
data\features\HKSLLEX-2023-00001247.pt,289,144,army,軍隊,軍隊
data\features\HKSLLEX-2023-00001251.pt,1574,96,me,我,我
data\features\HKSLLEX-2023-00001249.pt,1574,134,me,我,我
data\features\HKSLLEX-2023-00001252.pt,1574,115,me,我,我
data\features\HKSLLEX-2023-00001253.pt,1444,115,knife,刀,刀
data\features\HKSLLEX-2023-00001254.pt,1399,115,israel,以色列,以色列
data\features\HKSLLEX-2023-00001255.pt,296,96,ask,問,問
data\features\HKSLLEX-2023-00001257.pt,2687,115,whatever,隨便,是但
data\features\HKSLLEX-2023-00001256.pt,296,115,ask,問,問
data\features\HKSLLEX-2023-00001258.pt,1507,125,lipstick,唇膏,唇膏
data\features\HKSLLEX-2023-00001260.pt,734,115,cry,哭,喊
data\features\HKSLLEX-2023-00001259.pt,1507,134,lipstick,唇膏,唇膏
data\features\HKSLLEX-2023-00001263.pt,2239,125,snob,勢利眼,沙塵
data\features\HKSLLEX-2023-00001262.pt,2239,125,snob,勢利眼,沙塵
data\features\HKSLLEX-2023-00001261.pt,2239,173,snob,勢利眼,沙塵
data\features\HKSLLEX-2023-00001264.pt,2239,115,snob,勢利眼,沙塵
data\features\HKSLLEX-2023-00001265.pt,2239,154,snob,勢利眼,沙塵
data\features\HKSLLEX-2023-00001266.pt,553,173,catholic,天主教,天主教
data\features\HKSLLEX-2023-00001267.pt,1036,163,find,尋找,尋找
data\features\HKSLLEX-2023-00001268.pt,1812,192,pepsi,百事可樂,百事可樂
data\features\HKSLLEX-2023-00001269.pt,1812,192,pepsi,百事可樂,百事可樂
data\features\HKSLLEX-2023-00001270.pt,1812,182,pepsi,百事可樂,百事可樂
data\features\HKSLLEX-2023-00001271.pt,1642,182,museum,博物館,博物館
data\features\HKSLLEX-2023-00001272.pt,1046,173,first,第一個,第一個
data\features\HKSLLEX-2023-00001273.pt,1046,173,first,第一個,第一個
data\features\HKSLLEX-2023-00001275.pt,1046,163,first,第一個,第一個
data\features\HKSLLEX-2023-00001274.pt,1046,173,first,第一個,第一個
data\features\HKSLLEX-2023-00001276.pt,867,182,downsize,縮小,縮小
data\features\HKSLLEX-2023-00001278.pt,986,154,eyes,眼睛,眼睛
data\features\HKSLLEX-2023-00001279.pt,986,154,eyes,眼睛,眼睛
data\features\HKSLLEX-2023-00001277.pt,867,182,downsize,縮小,縮小
data\features\HKSLLEX-2023-00001280.pt,1845,192,pink,粉紅色,粉紅色
data\features\HKSLLEX-2023-00001281.pt,1845,163,pink,粉紅色,粉紅色
data\features\HKSLLEX-2023-00001283.pt,292,154,art,藝術,藝術
data\features\HKSLLEX-2023-00001282.pt,292,173,art,藝術,藝術
data\features\HKSLLEX-2023-00001284.pt,778,154,demand,需求,需求
data\features\HKSLLEX-2023-00001285.pt,778,163,demand,需求,需求
data\features\HKSLLEX-2023-00001286.pt,247,173,alarm,警報,警報
data\features\HKSLLEX-2023-00001287.pt,247,182,alarm,警報,警報
data\features\HKSLLEX-2023-00001288.pt,247,173,alarm,警報,警報
data\features\HKSLLEX-2023-00001289.pt,247,163,alarm,警報,警報
data\features\HKSLLEX-2023-00001291.pt,2452,144,tell,告訴,告訴
data\features\HKSLLEX-2023-00001290.pt,2209,173,skate,溜冰,溜冰
data\features\HKSLLEX-2023-00001292.pt,2452,154,tell,告訴,告訴
data\features\HKSLLEX-2023-00001293.pt,2452,154,tell,告訴,告訴
data\features\HKSLLEX-2023-00001294.pt,2318,154,steal,偷,偷
data\features\HKSLLEX-2023-00001295.pt,2318,173,steal,偷,偷
data\features\HKSLLEX-2023-00001300.pt,2127,125,see,見,見
data\features\HKSLLEX-2023-00001296.pt,1101,202,french,法語,法文
data\features\HKSLLEX-2023-00001299.pt,1,154,1 dollar,一蚊,一蚊
data\features\HKSLLEX-2023-00001297.pt,1101,192,french,法文,法文
data\features\HKSLLEX-2023-00001298.pt,1101,221,french,法文,法文
data\features\HKSLLEX-2023-00001301.pt,1663,144,need,需要,需要
data\features\HKSLLEX-2023-00001302.pt,845,154,doll,公仔,公仔
data\features\HKSLLEX-2023-00001303.pt,845,144,doll,公仔,公仔
data\features\HKSLLEX-2023-00001304.pt,845,154,doll,公仔,公仔
data\features\HKSLLEX-2023-00001306.pt,515,154,call,打電話,打電話
data\features\HKSLLEX-2023-00001305.pt,515,163,call,打電話,打電話
data\features\HKSLLEX-2023-00001308.pt,1501,154,line,線,線
data\features\HKSLLEX-2023-00001309.pt,2363,163,stroke,線,劃
data\features\HKSLLEX-2023-00001307.pt,1501,211,line,線,線
data\features\HKSLLEX-2023-00001310.pt,2363,154,stroke,線,劃
data\features\HKSLLEX-2023-00001311.pt,659,154,comb,梳子,梳
data\features\HKSLLEX-2023-00001312.pt,2664,144,way,方法,方法
data\features\HKSLLEX-2023-00001314.pt,2664,144,way,方法,方法
data\features\HKSLLEX-2023-00001313.pt,2664,154,way,方法,方法
data\features\HKSLLEX-2023-00001315.pt,2664,144,way,方法,方法
data\features\HKSLLEX-2023-00001318.pt,2664,134,way,道路,路
data\features\HKSLLEX-2023-00001316.pt,2664,154,way,方法,方法
data\features\HKSLLEX-2023-00001317.pt,2664,154,way,方法,方法
data\features\HKSLLEX-2023-00001319.pt,268,154,and,和,和
data\features\HKSLLEX-2023-00001320.pt,268,144,and,和,和
data\features\HKSLLEX-2023-00001321.pt,2721,154,with,和,和
data\features\HKSLLEX-2023-00001322.pt,2721,182,with,和,和
data\features\HKSLLEX-2023-00001325.pt,1218,144,haircut,理髮,飛髮
data\features\HKSLLEX-2023-00001324.pt,1671,163,never,不會,唔會
data\features\HKSLLEX-2023-00001323.pt,2513,163,together_with,和,同埋
data\features\HKSLLEX-2023-00001326.pt,1814,163,percent,百分比,百分比
data\features\HKSLLEX-2023-00001328.pt,1814,144,percent,百分比,百分比
data\features\HKSLLEX-2023-00001329.pt,1814,163,percent,百分比,百分比
data\features\HKSLLEX-2023-00001327.pt,1814,192,percent,百分比,百分比
data\features\HKSLLEX-2023-00001331.pt,456,125,box,盒,盒
data\features\HKSLLEX-2023-00001330.pt,442,173,boots,靴子,靴
data\features\HKSLLEX-2023-00001332.pt,750,154,dart,飛鏢,飛鏢
data\features\HKSLLEX-2023-00001333.pt,1412,182,jewish,猶太人,猶太人
data\features\HKSLLEX-2023-00001334.pt,1412,182,jewish,猶太人,猶太人
data\features\HKSLLEX-2023-00001337.pt,2394,134,sure,當然,當然
data\features\HKSLLEX-2023-00001335.pt,1262,173,hebrew,希伯來語,希伯來語
data\features\HKSLLEX-2023-00001336.pt,2394,154,sure,當然,當然
data\features\HKSLLEX-2023-00001338.pt,2394,163,sure,當然,當然
data\features\HKSLLEX-2023-00001339.pt,453,154,bowl,碗,碗
data\features\HKSLLEX-2023-00001340.pt,453,134,bowl,碗,碗
data\features\HKSLLEX-2023-00001341.pt,2474,173,think,思考,思考
data\features\HKSLLEX-2023-00001342.pt,2474,163,think,思考,思考
data\features\HKSLLEX-2023-00001344.pt,1154,125,go,去,去
data\features\HKSLLEX-2023-00001345.pt,2238,144,sneeze,打噴嚏,打嗐嗤
data\features\HKSLLEX-2023-00001343.pt,2474,182,think,思考,思考
data\features\HKSLLEX-2023-00001346.pt,660,154,come,過來,過嚟
data\features\HKSLLEX-2023-00001347.pt,660,144,come,過來,過嚟
data\features\HKSLLEX-2023-00001348.pt,660,163,come,過來,過嚟
data\features\HKSLLEX-2023-00001349.pt,2691,163,when,何時,幾點
data\features\HKSLLEX-2023-00001350.pt,2691,154,when,何時,幾點
data\features\HKSLLEX-2023-00001351.pt,2691,173,when,何時,幾點
data\features\HKSLLEX-2023-00001352.pt,2691,154,when,何日,幾號
data\features\HKSLLEX-2023-00001353.pt,250,144,all,全部,全部
data\features\HKSLLEX-2023-00001355.pt,2680,163,well,,噉囉
data\features\HKSLLEX-2023-00001354.pt,2680,182,well,,噉囉
data\features\HKSLLEX-2023-00001356.pt,2680,202,well,,噉囉
data\features\HKSLLEX-2023-00001358.pt,2349,154,stop,停止,停止
data\features\HKSLLEX-2023-00001360.pt,1434,134,kill,殺,殺
data\features\HKSLLEX-2023-00001359.pt,1792,154,pause,暫停,暫停
data\features\HKSLLEX-2023-00001357.pt,2680,211,well,原來如此,原來係噉
data\features\HKSLLEX-2023-00001361.pt,922,211,ego,自我,自我
data\features\HKSLLEX-2023-00001363.pt,2716,173,wine,葡萄酒,葡萄酒
data\features\HKSLLEX-2023-00001362.pt,2716,192,wine,葡萄酒,葡萄酒
data\features\HKSLLEX-2023-00001364.pt,1990,182,red wine,紅酒,紅酒
data\features\HKSLLEX-2023-00001366.pt,1990,192,red wine,紅酒,紅酒
data\features\HKSLLEX-2023-00001365.pt,1990,192,red wine,紅酒,紅酒
data\features\HKSLLEX-2023-00001367.pt,1990,182,red wine,紅酒,紅酒
data\features\HKSLLEX-2023-00001368.pt,2699,182,white wine,白酒,白酒
data\features\HKSLLEX-2023-00001369.pt,2699,182,white wine,白酒,白酒
data\features\HKSLLEX-2023-00001370.pt,2699,173,white wine,白酒,白酒
data\features\HKSLLEX-2023-00001371.pt,2699,182,white wine,白酒,白酒
data\features\HKSLLEX-2023-00001372.pt,886,163,drown,遇溺,浸親
data\features\HKSLLEX-2023-00001373.pt,651,173,coins,硬幣,硬幣
data\features\HKSLLEX-2023-00001374.pt,651,173,coins,硬幣,硬幣
data\features\HKSLLEX-2023-00001375.pt,1902,182,preacher,傳道人,傳道人
data\features\HKSLLEX-2023-00001376.pt,2164,154,shocked,震驚,震驚
data\features\HKSLLEX-2023-00001377.pt,1717,154,off the point,離題,離題
data\features\HKSLLEX-2023-00001378.pt,569,154,change the subject,轉移話題,轉移話題
data\features\HKSLLEX-2023-00001379.pt,569,154,change the subject,轉移話題,轉移話題
